userID_Index,user_id,gmap_id,name,rating,text,region,time,avg_rating,meta_name,num_of_reviews,price,first_main_category,review_count,gmapID_Index,hash_tag,city,date
10.0,104368446537453439090,0x80dd362f3fbaaef9:0x70b064140d98976a,Jose Leal,5,N/A,California,2020-12-30 00:15:42,4.0,99 Cents Only Stores,525,1,Retail,562,1443.0,['Dollar store' 'Discount store' 'Discount supermarket'],San Pedro,2020-12-30
10.0,104368446537453439090,0x80dd302896702185:0xe97710afce87cd3f,Jose Leal,5,N/A,California,2020-12-30 00:15:47,4.3,Nordstrom Rack,355,1,Retail,562,27211.0,"['Department store' ""Children's clothing store"" 'Clothing store']",Long Beach,2020-12-30
10.0,104368446537453439090,0x80dd32474029d90f:0xd50318ccb41c6567,Jose Leal,5,N/A,California,2020-12-23 00:42:17,4.4,Starbucks,425,2,Food & Beverage,562,162751.0,['Coffee shop' 'Breakfast restaurant' 'Cafe'],Long Beach,2020-12-23
10.0,104368446537453439090,0x80dd3170c8c9daf7:0x4ed3339bb5aadbb,Jose Leal,5,N/A,California,2020-12-19 19:04:38,4.6,77 Market,18,1,Retail,562,267273.0,['Grocery store'],Long Beach,2020-12-19
10.0,104368446537453439090,0x80dd34fe8bc5763d:0x16f73eb5bc61902f,Jose Leal,5,great customer service,California,2020-12-15 18:21:27,4.5,Carson Honda,2027,1,Service,562,21521.0,['Honda dealer' 'Auto repair shop' 'Car dealer'],Carson,2020-12-15
10.0,104368446537453439090,0x80dd33d7df2f7461:0x605f6a9cb8fe6887,Jose Leal,5,great food,California,2020-12-13 01:05:48,3.9,Panda Express,58,1,Food & Beverage,562,199670.0,['Chinese restaurant'],Lakewood,2020-12-13
10.0,104368446537453439090,0x80dd34f923644093:0x3a485980b734367e,Jose Leal,5,great customer service to buy a car prices and cars varies keep up the good job,California,2020-12-12 20:38:59,4.4,Carson Nissan,1516,1,Other,562,1946.0,['Nissan dealer' 'Car dealer' 'Used car dealer'],Carson,2020-12-12
10.0,104368446537453439090,0x80dd34fdd7d9a6fb:0xb2451a5ad7b8e76a,Jose Leal,5,still working on a deal to buy a car let's see,California,2020-12-12 20:40:07,4.4,Carson Toyota,1674,1,Retail,562,2528.0,['Toyota dealer' 'Auto market' 'Auto repair shop'],Carson,2020-12-12
10.0,104368446537453439090,0x80c2b56e36eee3b3:0x7f3b9332f33ffc8,Jose Leal,5,N/A,California,2020-12-05 20:31:19,4.2,El Camino Plaza,48,1,Retail,562,368578.0,['Shopping mall'],Torrance,2020-12-05
10.0,104368446537453439090,0x80dd3432f6db2b17:0xea4a3468573c4d45,Jose Leal,5,great prices and customer services,California,2020-12-04 20:30:53,5.0,Payless Auto Glass,4,1,Service,562,458629.0,['Auto glass shop'],other,2020-12-04
17.0,109413032626718987280,0x809ac76d02d1c429:0x74dd1871f3ff737a,Corey Strock,5,They have a vast selection of very tasty popcorn.  And they don't charge an arm and a leg for it.  We always make an effort to swing by when in Elk Grove.,California,2020-02-06 22:29:34,4.4,The Popcorn Store,84,1,Retail,810,177822.0,['Popcorn store'],Stockton,2020-02-06
17.0,109413032626718987280,0x809a7bc4b2232d77:0xc175d441e868482b,Corey Strock,5,Good Eats and a solid beer selection.,California,2020-02-06 22:41:46,4.5,Brickhouse Brews,415,2,Food & Beverage,810,74550.0,['Restaurant' 'Bar'],other,2020-02-06
17.0,109413032626718987280,0x809ac74389a0d2e5:0x7a2c6330217b917,Corey Strock,5,Super yummy pizza.  Loaded up with toppings and full of flavor.  They even had a gluten free option that my friend really appreciated.  The Beer selection is also legit w/ several local breweries represented.,California,2020-02-06 22:33:09,4.6,Old Town Pizza and Tap House,685,2,Food & Beverage,810,58582.0,['Pizza restaurant' 'Pub' 'Restaurant'],other,2020-02-06
17.0,109413032626718987280,0x809022b60efe80ab:0x514e2802a76c1020,Corey Strock,5,It's a fine Jack in Box.  The employees are always super nice and the food is typically fresh.,California,2020-01-28 00:03:27,3.8,Jack in the Box,288,1,Food & Beverage,810,28966.0,['Fast food restaurant' 'Breakfast restaurant' 'Chicken restaurant'],other,2020-01-28
17.0,109413032626718987280,0x808fe7db86735f8d:0x81759c5c19da3762,Corey Strock,3,"I really wanted this place to be amazing, it just wasn't.  The menu is awesome looking imo, but the only thing we ordered that lived up was the Nachos.  Here is what we got:
Nachos - These were great actually, huge platter of em, great chips
Chips & Queso - These were good, but we really didn't need them since we had the Nachos lol
Rebel Burger - My daughter said it had a ""funny taste"" and she's not very picky about her burgers, so that's not good.  She did love the fries though.
Doritos Fried Chicken - First issue with this was that they didn't have the Mashed potatoes that come with it, except they didn't tell us that until all of the food was coming out, so my wife got fries rather than wait additional time for Mashed Potatoes.  Then when she got it, she was super underwhelmed.  Dry & overfried chicken, no real Dorito taste, and overcooked Brusselsprouts
Spicy Cheeto Fried Chicken Sandwich - This was OK, it wasn't spicy and it was dry/overfried but since it was covered in slaw you couldn't tell.  So meh.

The waiter was really nice, but unfortunately, there seemed to be just him and the cook, so the service was way slower than I would have expected which was of course not ideal either :(  With the choices in the immediate area here, I doubt I'll be back.",California,2020-01-28 00:01:00,4.0,Rebel Kitchen & Libations,57,1,Food & Beverage,810,146399.0,['Restaurant'],Livermore,2020-01-28
17.0,109413032626718987280,0x80903d3b8bf3c1c9:0x9c817aa9e3d73543,Corey Strock,5,"I think the food is great and that the beer selection is even better!  I've been a few times and I'd definitely recommend the BLAT, and to ask the bartender for a beer recommendation.  He was great at discussing beer with me.",California,2020-01-28 00:04:29,4.4,The Upper Room Kitchen,218,1,Food & Beverage,810,7380.0,['Restaurant'],other,2020-01-28
17.0,109413032626718987280,0x808f7fa1fe87589b:0x3021ca01d4962d2c,Corey Strock,5,"We really enjoyed the breakfast.  The Cake was super good, chocolately and fluffy.  The Churros were crispy and the nutella dipping sauce was exceptional.  The Creme Brulees French Toast Sticks were crispy and flavorful, and the whipped cream to dip in was the bomb.  We dipped everything in it ;)  The potatoes on the Hash were super well seasoned and the chocolatey pesto was a new and great experience.  The coffees were also very good.  So basically it was super good.",California,2020-01-14 20:16:45,4.8,Dandelion Chocolate 16th Street Factory,504,1,Food & Beverage,810,12098.0,['Chocolate factory' 'Cafe' 'Chocolate shop'],San Francisco,2020-01-14
17.0,109413032626718987280,0x809053e7e7700001:0x3424edd5051db9fc,Corey Strock,4,"Great Facility w/ plenty of seating and games to play.  Also family friendly!  The bartenders were friendly and chatty.  I took a star off though cause I tried like 9 of their beers, and really thought they were all pretty standard and nothing stood out.

I'd still go back because it's a nice spot and the beer wasn't terrible, so maybe I'll find something I really like next time.  They do have the cutest flight holders though.",California,2020-01-06 20:31:24,4.9,Contentment Brewing Company,48,1,Other,810,69519.0,['Brewery'],Modesto,2020-01-06
17.0,109413032626718987280,0x8085610b169a3513:0x68dcd4c15963ec5,Corey Strock,5,Great prices and a great selection!,California,2020-01-06 20:32:23,4.7,Ashland Smoke Shop,18,1,Other,810,84443.0,['Tobacco shop'],Walnut Creek,2020-01-06
17.0,109413032626718987280,0x808f8f95c25ac245:0x63e565bb445aae39,Corey Strock,5,"The beer selection is great here.  The Food options are solid, but I didn't really like the pretzel bites all that much.  The Grilled Cheese and Fried Chicken Sandwich were both awesome though.",California,2019-12-09 23:47:13,4.4,SONS OF LIBERTY ALEHOUSE,938,2,Food & Beverage,810,19563.0,['American restaurant' 'Cocktail bar' 'Pub'],San Leandro,2019-12-09
19.0,108436129475244899601,0x80843b151ee738e9:0x251127bcc8b35556,Nancy Hayssen,5,"A historic apple cannery right here in Graton! For over 90 years, apple sauce, apple juice, and apple cider vinegar have been produced in this little corner of the world. Long live our precious apples!",California,2021-01-03 20:51:01,4.5,Manzana Products Co Inc,28,1,Food & Beverage,322,124180.0,['Food products supplier'],other,2021-01-03
19.0,108436129475244899601,0x80843a764e0e91fd:0x30b02d56953f078,Nancy Hayssen,5,"Lots of great classes, events and programs for all ages and interests. The office staff are very nice. I've taken a Zumba class, attended Weight Watchers meetings and gone to some fun festivals and even business meetings inside. Free parking. Looking forward to future events.",California,2021-01-03 21:00:34,4.5,Sebastopol Community Cultural Center,74,1,Corporate & Office,322,141580.0,['Non-profit organization' 'Concert hall' 'Event venue'],other,2021-01-03
19.0,108436129475244899601,0x8084462a92b786f7:0x2cd30dc7379ff379,Nancy Hayssen,5,"Delicious pizza, salads and appetizers! Our family loved all the food we got. I loved my BBQ Chicken pizza. We were delighted by an amazing server who took great care of us. 😊",California,2021-01-03 19:38:37,4.2,Mary's Pizza Shack,458,2,Food & Beverage,322,6433.0,['Pizza restaurant' 'Caterer' 'Family restaurant'],Santa Rosa,2021-01-03
19.0,108436129475244899601,0x8085b41d7a7df989:0x98b2e8aa39af9f78,Nancy Hayssen,5,A great place for rare and unusual variety of seeds! Unique spot and great owners. Must go to if you want quality and different seeds.,California,2021-01-03 18:45:23,4.7,Seed Bank,118,1,Other,322,15384.0,['Seed supplier'],Petaluma,2021-01-03
19.0,108436129475244899601,0x808430b0e713b44b:0xfb78339e684c8fcc,Nancy Hayssen,5,"Special little spot. Took a fun Zumba class on a Sunday morning. Beautiful backyard. Looks promising to have an event, and for enjoying the classes offered here.",California,2021-01-03 21:01:16,4.8,Subud California At Sonoma,8,1,Corporate & Office,322,166189.0,['Association or organization'],Sonoma,2021-01-03
19.0,108436129475244899601,0x80841733ecd7b773:0xa425a25e2f943b78,Nancy Hayssen,5,Delicious food. Very attentive service. Falafel was very unique & all foods very flavorful. The fresh bread was amazing.,California,2021-01-03 17:14:52,4.9,Valette,338,3,Food & Beverage,322,40552.0,['Californian restaurant' 'Restaurant'],other,2021-01-03
19.0,108436129475244899601,0x80844800bbaa0bd7:0x9eeec009acdfcaf7,Nancy Hayssen,5,Beautiful mural to jazz up the dull downtown gray buildings. Love it!,California,2021-01-03 19:21:35,4.8,Garage 12 - 555 First Street,4,1,Nature & Outdoor,322,205735.0,['Parking garage'],Santa Rosa,2021-01-03
