user_id,gmap_id,name,rating,text,region,avg_rating,meta_name,num_of_reviews,price,first_main_category,hash_tag,city,date,prediction,rank,latitude,longitude
102092760402650001627,0x80c71fe9e9dd6871:0x2aeb39e57e1d4b7,Tilman Giese,5,A spectacular but demanding hike on the ridge of the Amargosa Range to Mount Perry. Epic views in all directions throughout the entire hike.,California,5.0,Dante's Ridge (Mt Perry) Trailhead,2,1,Other,['Hiking area'],other,2021-05-03,5.08356192896396,5,36.2210081,-116.7265372
113225474400248740415,0x80dd2dde77fb2fcb:0x5dd9e35ef3dcb248,R. Fitz,5,Its fantastic!!  great flavor!! My granddaughter loved it. she calls it purple fish ice cream.  This is her favorite ice cream store.  We love the fish shaped cones and the friendly service.  Great selection of drinks and specialty items.  A Must Try.,California,4.8,Cone Appetít Desserts & Drinks,68,1,Food & Beverage,['Cafe'],other,2019-12-21,4.820039592870267,1,33.8580715,-118.07105299999999
109256811606968358765,0x808580d0432e5a93:0x5484b186fe6c3231,William Sauro,4,"A neat little neighborhood find that's been serving good food on this corner for nearly 20 years. Not a huge menu, but all the basics are covered wherever it's breakfast, lunch or dinner. Big portions, too.",California,4.4,Rose's Cafe,613,2,Food & Beverage,['Italian restaurant' 'Breakfast restaurant' 'Brunch restaurant'],San Francisco,2019-11-27,4.435883149874286,5,37.7970494,-122.4370587
110122026057877876805,0x80c2c68d2534b8bd:0x4cdc42277db15fb1,Anindya,5,"Beautiful view!!!!!

Bright sunny days will be perfect to enjoy LA Downtown.....

Parking area is limited and this place is very windy.

Dodgers stadium is not properly visible from this point...

Few hiking roads are there and also benches are available to enjoy family picnic....
No restrooms nearby.....",California,4.7,Point Grand View Park,46,1,Nature & Outdoor,['Park'],Los Angeles,2021-05-23,4.825986615543532,1,34.0800693,-118.22843139999999
101922797817497058849,0x808e15d03e5831e1:0xd0b677920bf682ec,Brent Pearse,5,"One of the best of the best, so many flavors! Pumpkin and 1020, so good, fresh and smooth. Go here, go here now!",California,4.8,Marianne’s Ice Cream,785,1,Other,['Ice cream shop'],other,2020-10-08,4.871084235648323,3,36.974531999999996,-121.911937
104027151676078068627,0x808fa252c8b8b119:0x177fabe1e397a84e,George Shih,5,N/A,California,4.8,Courthouse Square,50,1,Other,['Plaza' 'Public library'],Redwood City,2020-12-29,4.869729783174298,1,37.486740999999995,-122.22964599999999
116182380029525180068,0x80c365cb13258339:0x591a3e71a930ac7f,Ruben Ramirez,5,Great price for all the amenities you get,California,4.5,In-Shape Health Clubs,772,1,Service,['Gym'],Victorville,2021-03-11,4.458928382149073,3,34.516773,-117.31662
104498905151802524667,0x808f7e3d23f5dddd:0x3342559449ab0793,Kevin Chow,5,Fun and tasty chocolate cafe,California,4.7,Dandelion Chocolate,1795,1,Food & Beverage,['Chocolate shop' 'Coffee shop' 'Dessert shop'],San Francisco,2019-06-17,4.718372945583535,1,37.761013,-122.4216972
114986524249163315807,0x80dbfd57b982c103:0x9131382be7afe655,Russ Schnapp,5,N/A,California,4.6,Sprouts Farmers Market,508,1,Food & Beverage,"['Grocery store' ""Farmers' market"" 'Fresh food market']",other,2020-05-29,4.612766719464794,2,32.837517,-116.9936
114272060931501088062,0x80c2a4944c31748f:0xa736245290fc2352,Roberto Ammendola,5,Great place for a walk at the beach,California,4.6,Annenberg Community Beach House,1275,1,Other,['Recreation center' 'Art gallery' 'Event venue'],Santa Monica,2020-02-16,4.657495767960565,3,34.0244025,-118.5133233
107823826066648662527,0x80c2c7b30f688dc7:0x8d1ec3adddf458f0,Omar Reneau,5,N/A,California,5.0,"Holmes Weinberg, P.C. - Entertainment Lawyer",1,1,Finance & Legal,['Attorney' 'Law firm'],Los Angeles,2021-03-15,5.002238841950956,2,34.051606299999996,-118.2551154
115662050985113785786,0x80c28705891e1769:0xbcba90bf81366f6d,Jim Sherman,5,"this place has been on my list for a long time, and also it's on my list of oldest restaurants in LA to go to so I was happy to find out that I was near there ... it was nighttime when I arrived and there we're more staff than customers.

I asked what the special was, what the really good food was to eat there. The waitress said that they're really known best for their breakfast and that the place was packed all morning long. Nonetheless she gave me a number of things that were...like all those foods that Swanson frozen dinners were trying to emulate, when they were trying to provide a simulacra of great homemade cooking, Salisbury steak London broil open-faced turkey sandwich...(I was originally planning to get a burger and they had burgers but it wasn't really a burger place.)

I decided to go with the enthusiastic recommendation of another waitress that I try the open face sandwich and it was magnificent. it reminded me of all those restaurants like the Tallyrand who try to sell home cooking but don't really quite pull it off, this place feels like my grandmother or some super competition version of my grandmother was in the kitchen cooking these brilliant dishes, things I normally wouldn't ask for but we're delighted to eat because they were delicious. I also had the ham and navy bean soup which was terrific.

the service was outstanding, the congeniality of the patrons was great, and it really felt like a place that was welcoming and homelike, which so many places try to pull off and fail. It's a place remarkable for achieving the goal of actually having home cooking in a restaurant. I can recommend this place enthusiastically, and can't wait to come back for breakfast",California,4.4,The Original Saugus Cafe,772,1,Food & Beverage,['Diner' 'Cafe' 'Restaurant'],other,2020-02-02,4.403194908359997,3,34.411875,-118.540982
117703026292756291672,0x54d06e963b2cb291:0x4b70309d950c9df4,Mark Bartlett,5,Beautiful campground right in the middle of giant redwoods. A must visit. Campground is very well maintained. 5 stars all the way.,California,4.5,Crescent City / Redwoods KOA Holiday,448,1,Entertainment & Recreation,['Campground' 'Camp' 'Lodge'],other,2021-02-08,4.65298116849413,4,41.8213855,-124.1442864
104692411875269101679,0x808de12c653a9583:0x53d0b6ffe8677107,Cory Lui,5,"My wife and I love coming here. We're too poor to ever stay here as overnight guests and it's obvious when we walk into the hotel because we're not dressed as nicely as everyone around us, but that doesn't stop the awesome employees from helping us feel right at home! My wife and I make an annual trip to Monterey and we always make sure to stop at the Inn at Spanish Bay for lunch before we leave. Service here is always fantastic and they bring lunch out to you while you sit comfortably by the outdoor fire pits! The employees are warm people and professional workers. They will cater to your needs to make you feel welcome and comfortable. The employees are friendly and will spark conversation with you. Then there's the food. The club sandwich and the burgers here are amazing! Best club and fries in the Bay Area. I order the same thing every year and the quality never changes. This place is 5 stars!",California,4.7,The Inn at Spanish Bay,1748,1,Other,['Golf course' 'Hotel' 'Resort hotel'],other,2018-02-22,4.762392217459629,1,36.6121628,-121.94246539999999
114557505684070301471,0x8094677db9fbc7b3:0x498f72a081384ac2,Ken Swanson,5,"Expert service, expert care.",California,4.7,Good Guys Auto,25,1,Corporate & Office,['Corporate office'],Fresno,2021-02-02,4.800977478097023,4,36.788235,-119.79106519999999
113256681836649808083,0x808587a718b08a83:0xcb3ada8f14458da3,Keira Chu,5,"info and photo from sfgate.com:
“Diners could choose from a healthy, vegetarian and vegan-friendly menu of coffee, breakfast burritos and kale salad, along with huli huli chicken and mac salad (nods to James’ connection to Hawaii) — and of course, a fridge full of non-alcoholic drinks.

Now, when you hear the term “non-alcoholic beverage,” you’re probably thinking of O’Doul’s. But the truth is, low- and non-alcoholic products have come a long way in the past few years. The fridge at Ocean Beach Cafe is fully stocked with all sorts of non-alcoholic craft IPAs, sparkling wines, and bottled mocktails.”",California,4.8,Ocean Beach Cafe,48,1,Food & Beverage,['Breakfast restaurant' 'Bar' 'Cafe'],San Francisco,2021-01-27,4.820564959530449,3,37.7745416,-122.50995809999999
112043961803740969395,0x80c2c3703838f7ab:0x2a3b7ee61c8680ec,Gregory Mercado,5,Good drink selection friendly courteous service,California,4.6,Copa Vida,858,2,Food & Beverage,['Coffee shop' 'Cafe' 'Dessert restaurant'],other,2020-10-15,4.638507202794169,1,34.144686199999995,-118.1487257
105211945899303087862,0x80c31e9b85f98083:0x6ff6422f5f6acb39,Chien-Chang Chen,5,Didn’t know this tunnel exist or I forget it exist since I didn’t have a chance to go that far along highway 2. It’s very awesome long tunnel to pass by. But maybe I should find a time to really stop by it. Highway 2 is just too long...,California,5.0,Angeles Crest Tunnels,38,1,Other,['Historical landmark'],other,2020-06-08,5.083144067935516,1,34.3617092,-117.86266769999999
106108693283110015064,0x80e9acee34246f71:0xf829f9bd1859e961,Charles Corpuz,5,N/A,California,4.5,The Habit Burger Grill,1068,1,Food & Beverage,['Hamburger restaurant' 'American restaurant' 'Fast food restaurant'],Ventura,2020-11-24,4.506981651604876,5,34.2784292,-119.29338249999999
108407630607019855094,0x80c2b95dd35d0ebd:0xca4c8399d3cbac26,Steven Gutierrez,4,"Great bakery to get items to take away.

The waiter was very generous during our quick visit. Looking forward to returning. 👌🏻",California,4.6,Bibi's Bakery & Cafe,348,1,Food & Beverage,['Kosher restaurant' 'Bagel shop' 'Bakery'],Los Angeles,2018-11-07,4.613442749779243,3,34.0551414,-118.3866978
116780281662585896774,0x80dcab086438554d:0x621915781c14aca5,Ed Emerson,5,"I won't say anything about the fabulous food the tantalizing drinks or the great service but I will say come see for yourself.

Redlands best kept secret is doing so well this makes visit number 2 super amazing. Thank you to the host Emmanuel who once again makes it feel like my corner bar at home.",California,4.7,Redlands Oyster Cult,58,1,Food & Beverage,['Restaurant'],Redlands,2020-12-04,4.717678554622543,2,34.0560233,-117.1820097
111947159532904546563,0x80c2866359429923:0x6b0c6355dd2ab51,Elena Roche,5,"Loved Wallace Neff's architecture, guided tour, artwork and furnishings on display. Enjoyed seeing various animals and sweeping views of the area.",California,4.6,Hart Park,648,1,Nature & Outdoor,['Park' 'Tourist attraction'],other,2020-01-13,4.7173183033039034,3,34.3759169,-118.52636439999999
105085119688688006384,0x80c27df89da94f79:0x3ab01df9fc51d381,Alex Nam,5,N/A,California,5.0,Farmers Insurance - Jennifer Alamdari,1,1,Service,['Insurance agency' 'Auto insurance agency' 'Home insurance agency'],other,2020-09-11,4.977579922138959,2,34.4349343,-118.5719759
111351251577516884184,0x80ecf1db175dd191:0x5098463324cc7130,Treasure Hammond,5,N/A,California,4.6,Sprouts Farmers Market,98,1,Food & Beverage,"['Health food store' ""Farmers' market"" 'Fresh food market']",other,2020-11-23,4.612775855009582,2,35.261089999999996,-120.67769
114678935561230970979,0x80d954e46ae8c887:0x33b9b165fc5e6dff,Ramy Zaarour,5,Great food anytime of the day. Many options for vegetarians and meat lovers.,California,4.5,Mama's Bakery & Deli,538,1,Food & Beverage,['Mediterranean restaurant' 'Bakery' 'Caterer'],San Diego,2020-07-30,4.5083695832935895,2,32.7547813,-117.1423973
113651340512119080040,0x80c32629790e4da9:0x6e54d822edf28a0d,Tony Chotibhongs,5,Great service both before and after sale.  It is our go-to bike shop now,California,4.7,Bicycle Central,78,1,Service,['Bicycle Shop' 'Bicycle repair shop'],Glendora,2020-12-12,4.667837992485818,1,34.129911799999995,-117.8641542
115760698731910152906,0x80dcb15a719c5fd3:0x5c9bbc7c46f8cc6c,Devin Valdez,5,N/A,California,4.4,Grease Monkey,68,1,Service,['Oil change service' 'Auto repair shop'],Riverside,2021-05-31,4.356135459295791,4,33.938497,-117.45439999999999
111723313590202653896,0x809b0efc68003d37:0xf34d89d6e02a7e94,ME Robb,5,"Beautiful Meadow Vista Park. It has a half-mile track for walking, a nice pond, play area for the kids, and shaded structures for parties. And it's a very nice place for walking.",California,4.7,Meadow Vista Park,218,1,Nature & Outdoor,['Park' 'Tourist attraction'],other,2020-01-21,4.824166220640587,1,38.992788499999996,-121.0256804
115508870264717846987,0x80dcd7c31e793301:0x1cfbbe7d271acd86,Denice Solorio,5,"This place is always busy, because it's near Disneyland.  Bring your patience,  chill in the bar area that does not usually have a wait.  We ordered a drink, then ordered our food and people watched.  Ask to sit in Clint's section, he is an excellent waiter who was very attentive despite the slow bar wait for drinks.  We had the lettuce wraps which were big enough for two to share.",California,4.4,The Cheesecake Factory,3332,2,Food & Beverage,['Restaurant' 'American restaurant' 'Dessert restaurant'],Anaheim,2019-06-26,4.435688895082615,3,33.8037418,-117.91052839999999
108212344125016760086,0x80dbfd7792ac91e1:0x22df87ac388f4c98,lan,5,1.2 mile loop in mission trails park,California,5.0,Grassland loop trail,2,1,Other,['Hiking area'],other,2021-04-16,5.079713720422942,1,32.8432747,-117.0414201
105457796608281684831,0x54d1fafc6ebeb9eb:0x61c191d05725eb73,"John A Thomson, Jr.",5,A true gem,California,5.0,Statue Lake,1,1,Nature & Outdoor,['Lake'],other,2020-08-14,5.148031016130809,2,41.3096029,-122.9735968
116528365908131818818,0x808fa3870d63fa3f:0xdb3e684157dee36f,Thomas Smith,5,Hamm and cheese croissant. 100%,California,4.8,Mademoiselle Colette,158,1,Food & Beverage,['Bakery' 'Coffee shop'],Redwood City,2020-12-05,4.822769623193707,1,37.486159,-122.2313075
108179728646812783159,0x80e9152683d94f7f:0x4683c432beaeb75e,David Olson,5,Very nice and professional business. They repaired my watch in less than 30 minutes.,California,4.8,Bayside Watch,27,1,Retail,['Watch store' 'Watch repair service'],Santa Barbara,2020-07-31,4.769552619872542,1,34.439152799999995,-119.74919659999999
109362538864792454340,0x80c2bf5437312581:0xd2ca809285829c99,DJ ANDRE,5,The best Armenian soujouk sandwich I’ve ever had.,California,4.6,Sahags Basturma Sandwich Shop,47,1,Other,['Sandwich shop'],Los Angeles,2020-08-13,4.658676656652943,1,34.0985316,-118.30295989999999
103647928455294277946,0x808599d66febebf5:0xc12c9a00c055021d,Johnny C,5,"Phenomenal food, terrific service, awesome ambience. Since we don't live in the area, we're going again today. You must dine here!",California,4.5,Ristorante La Toscana,428,2,Food & Beverage,['Italian restaurant' 'Bar' 'Restaurant'],San Rafael,2020-10-10,4.5395107530048495,4,37.997288999999995,-122.53521599999999
101806812338273025777,0x808580b8e176c767:0x72411558dea4bfdd,Michael Lee DS,5,Liked the plush toys lazy egg & Aggretsko!,California,4.6,Kinokuniya San Francisco,917,1,Retail,['Book store'],San Francisco,2020-10-16,4.561622472838312,5,37.784858199999995,-122.43155069999999
113198736945683966840,0x80e826ada8cb40cf:0x22b364c355f62b11,Jeff Klein,5,"Great chili and food, awesome for brunch and dog friendly patio too",California,4.3,Jinky's Kanan Cafe,325,2,Food & Beverage,['Breakfast restaurant' 'Cafe' 'Wine bar'],other,2020-02-11,4.329962417659616,5,34.1464353,-118.7570318
