gmap_id1,gmap_id2,prob,rank
0x54cd016961998e5f:0x350212d017513b7c,0x8094673195546f4b:0xee80b918abd281d6,0.8042992177522603,19
0x54cd016961998e5f:0x350212d017513b7c,0x809cb140e5c11b73:0x56620eadac57f8ea,0.8032261780104774,20
0x54cde6d84c979db1:0x23777782a45ed0c5,0x54cde7299f89f893:0xb64de2a59cc8d809,0.922578349819192,1
0x54cde6d84c979db1:0x23777782a45ed0c5,0x54cde727ee03d00b:0xa707a8247e01194,0.8930166331356052,2
0x54cde6d84c979db1:0x23777782a45ed0c5,0x54d3aecfabab3847:0xbf1d6b55c513594,0.8849881547356466,3
0x54cde6d84c979db1:0x23777782a45ed0c5,0x54cde6d99d0d5d33:0x208cb78b1a23300e,0.8848064755076379,4
0x54cde6d84c979db1:0x23777782a45ed0c5,0x54cde0d0ae732d9d:0x10fe9b416b3b6b9c,0.8561977475709281,5
0x54cde6d84c979db1:0x23777782a45ed0c5,0x54cde6e084b0770d:0xd09fc57bbf08cdcc,0.8204529311710519,6
0x54cde6d84c979db1:0x23777782a45ed0c5,0x54cde7261e2b8c6d:0x15bcff5b67a995c9,0.8160168177495777,7
0x54cde6d84c979db1:0x23777782a45ed0c5,0x54cde6d90a827dfd:0x92613fb2212dfc8d,0.8118934923496123,8
0x54cde6d84c979db1:0x23777782a45ed0c5,0x54cde727b743f201:0x339d7568abf23a71,0.8048686745000059,9
0x54cde6d84c979db1:0x23777782a45ed0c5,0x54cde727766123af:0x91a3b295a0586e96,0.797429584001915,10
0x54cde6d84c979db1:0x23777782a45ed0c5,0x54cde6d869776211:0xd8542b549bcc2550,0.7950831548880695,11
0x54cde6d84c979db1:0x23777782a45ed0c5,0x54cde72872678cc1:0xe8793462607855f6,0.7926970593791968,12
0x54cde6d84c979db1:0x23777782a45ed0c5,0x54cde6e0ef16ed29:0xde4c3ac391e5165f,0.7922411395122341,13
0x54cde6d84c979db1:0x23777782a45ed0c5,0x54cde0d35ab061f5:0xf3aca345db69e1c,0.7815077022741135,14
0x54cde6d84c979db1:0x23777782a45ed0c5,0x54cde728771e5387:0xec55c46e39faa7da,0.7726627597957779,15
0x54cde6d84c979db1:0x23777782a45ed0c5,0x54cde6d86b3c9455:0x317f0669e33628a1,0.7698890077909633,16
0x54cde6d84c979db1:0x23777782a45ed0c5,0x54ce0ac5d1dba6cd:0xfffc1fea543ed0e0,0.7676127913509034,17
0x54cde6d84c979db1:0x23777782a45ed0c5,0x54cde72877d2f4eb:0x5efb16b344ab21cc,0.7674236001899482,18
0x54cde6d84c979db1:0x23777782a45ed0c5,0x54cde6d97986b4cf:0xa2c55f6b1166f661,0.7645814542687758,19
0x54cde6d84c979db1:0x23777782a45ed0c5,0x54cde734190e42a3:0xde2250d539dfdde8,0.7593861475264323,20
0x54ce0ab8aef74b0d:0x37057d3f66cb086a,0x54ce0ac79bf7b147:0x827b3941c56a583f,0.9386642518461747,1
0x54ce0ab8aef74b0d:0x37057d3f66cb086a,0x54ce0acf85417c65:0xce0a13a3edb295a0,0.9327130547740332,2
0x54ce0ab8aef74b0d:0x37057d3f66cb086a,0x54ce0ac5d1dba6cd:0xfffc1fea543ed0e0,0.9183130483537578,3
0x54ce0ab8aef74b0d:0x37057d3f66cb086a,0x54cddda98f4ab925:0xd4b3da3fda216985,0.9067026003289962,4
0x54ce0ab8aef74b0d:0x37057d3f66cb086a,0x54ce0ac716ca915f:0x438bb61b06f6908f,0.9038733534505009,5
0x54ce0ab8aef74b0d:0x37057d3f66cb086a,0x54ce0ac7f272a3dd:0xd05ebcd4a740713f,0.9013823648547787,6
0x54ce0ab8aef74b0d:0x37057d3f66cb086a,0x54ce74d3111a0f61:0x9325deec67024e05,0.892719058296687,7
0x54ce0ab8aef74b0d:0x37057d3f66cb086a,0x54ce0ad5a2d767e3:0xac54a1e839b882fc,0.8889391132664161,8
0x54ce0ab8aef74b0d:0x37057d3f66cb086a,0x54ce0b32e5fd4c59:0x273e12228abc2852,0.8855443665779059,9
0x54ce0ab8aef74b0d:0x37057d3f66cb086a,0x54ce74d4b94679f9:0xbdd652bb547ad00d,0.8840950556195192,10
0x54ce0ab8aef74b0d:0x37057d3f66cb086a,0x809a7a608e36fbfd:0xa00854850269132d,0.8742810305903429,11
0x54ce0ab8aef74b0d:0x37057d3f66cb086a,0x54ce0ab8bcbc0f67:0x3477bfdf22ad5e6c,0.8730659633524279,12
0x54ce0ab8aef74b0d:0x37057d3f66cb086a,0x54cde6d99d0d5d33:0x208cb78b1a23300e,0.8697813588237178,13
0x54ce0ab8aef74b0d:0x37057d3f66cb086a,0x808e6a9afc81023b:0xf48e2c1896bb1e67,0.8671044075504707,14
0x54ce0ab8aef74b0d:0x37057d3f66cb086a,0x808de41880edf8cd:0xdc0b163254a641c7,0.864042045326817,15
0x54ce0ab8aef74b0d:0x37057d3f66cb086a,0x54d3aecfabab3847:0xbf1d6b55c513594,0.8480901229248236,16
0x54ce0ab8aef74b0d:0x37057d3f66cb086a,0x40771e59f0513085:0x513683476a2005d8,0.8317992526571337,17
0x54ce0ab8aef74b0d:0x37057d3f66cb086a,0x54ce46930c7fa7bf:0xbec51b78822499ac,0.825892676981106,18
0x54ce0ab8aef74b0d:0x37057d3f66cb086a,0x80858584d2ebcbdb:0xade4ca2ec239d476,0.8203021918471703,19
0x54ce0ab8aef74b0d:0x37057d3f66cb086a,0x54ce0ab8ae62db77:0x93d6d2e4d2a6c8dd,0.8159103342090515,20
0x54d2c1672387785b:0x93e0703c63095b49,0x54d2c17d000b9d33:0x670919dcd4ddd66a,0.9399765011545569,1
0x54d2c1672387785b:0x93e0703c63095b49,0x54d2c1695a0dd50d:0x17dc06f04e53676d,0.9135400555156585,2
0x54d2c1672387785b:0x93e0703c63095b49,0x54d2c169a0986365:0x3629ee220dc6b7b9,0.9081220180462608,3
0x54d2c1672387785b:0x93e0703c63095b49,0x54d2c16eb1807a9d:0xd1e0bc31b2f00679,0.905425978925606,4
0x54d2c1672387785b:0x93e0703c63095b49,0x54d2c3ff653aa12f:0x46641638883e3e24,0.9044363572613995,5
0x54d2c1672387785b:0x93e0703c63095b49,0x54d2c11319d31387:0x7f954da00fb27c40,0.8941434265794488,6
0x54d2c1672387785b:0x93e0703c63095b49,0x54d2c16937800eb5:0x2aed6e5b52eb229a,0.8852799912469312,7
0x54d2c1672387785b:0x93e0703c63095b49,0x54d2c16ef408c853:0x8eb4d2de5dd87703,0.8832681711588364,8
0x54d2c1672387785b:0x93e0703c63095b49,0x54d2c15647d0c6ff:0x1b8992f177090fcc,0.882825375305675,9
0x54d2c1672387785b:0x93e0703c63095b49,0x54d2c1abc0b0a647:0xa1e647f230369403,0.8821321587500547,10
0x54d2c1672387785b:0x93e0703c63095b49,0x54d2c156149a8c2b:0x46cbec584ae660a5,0.8818424450541009,11
0x54d2c1672387785b:0x93e0703c63095b49,0x54d2c155b8095fcb:0x8b3581934467f695,0.8805188964493509,12
0x54d2c1672387785b:0x93e0703c63095b49,0x54d2ea6f29ba8ba1:0xb3db65b341471df7,0.8714840036650195,13
0x54d2c1672387785b:0x93e0703c63095b49,0x54d2c16fa87227f7:0x865b8b64b8cc05c4,0.8619215029654798,14
0x54d2c1672387785b:0x93e0703c63095b49,0x54d2ecbc63a6ffcb:0x8cce0ad1a9410472,0.8610480230284498,15
0x54d2c1672387785b:0x93e0703c63095b49,0x54d2c169326c6f8d:0x1e77ec56ce87518,0.8528433517363871,16
0x54d2c1672387785b:0x93e0703c63095b49,0x54d2ece0c0ce71ef:0x33d0b8422ad2feb5,0.8519575938728019,17
0x54d2c1672387785b:0x93e0703c63095b49,0x54d293369b47ff63:0x47daae918ba8a698,0.8511294782065983,18
0x54d2c1672387785b:0x93e0703c63095b49,0x54d2e9876100ba11:0x83d84cd8874fe1be,0.8442278761162212,19
0x54d2c1672387785b:0x93e0703c63095b49,0x54d2c1565ae0a365:0xac6f28bcab6932e3,0.8435432251768853,20
0x54d2ecbe9c417c6d:0xf9cad349717bfe9c,0x54d2ecbc9cfc17b3:0xb2e869345177ba90,0.96106979488048,1
0x54d2ecbe9c417c6d:0xf9cad349717bfe9c,0x54d29331d1187c2d:0xf26beb80d2a763d4,0.9573437531210517,2
0x54d2ecbe9c417c6d:0xf9cad349717bfe9c,0x54d2ecc90d97e5a1:0x3267d9a0cfe95e25,0.9507196046444186,3
0x54d2ecbe9c417c6d:0xf9cad349717bfe9c,0x54d2ecbe9f3ebaeb:0x11a1aea75a3a0b37,0.9470404491344081,4
0x54d2ecbe9c417c6d:0xf9cad349717bfe9c,0x54d2ecbbc44a63e7:0x425bb9891e261f47,0.9434088360256346,5
0x54d2ecbe9c417c6d:0xf9cad349717bfe9c,0x54d2ecb083386179:0xcd00b53b2a3803c2,0.9420230163419013,6
0x54d2ecbe9c417c6d:0xf9cad349717bfe9c,0x54d2ecbc8d144f61:0xba17d2bba7c80905,0.9391900467355963,7
0x54d2ecbe9c417c6d:0xf9cad349717bfe9c,0x54d2ecbcf2e7db23:0x283c22683f2efb3f,0.9323672738674809,8
0x54d2ecbe9c417c6d:0xf9cad349717bfe9c,0x54d2ecbe2e07366b:0x955ccdb738b0c141,0.9306873453810265,9
0x54d2ecbe9c417c6d:0xf9cad349717bfe9c,0x54d2ecb9802e2c9f:0xf8cb7aa46f805134,0.9286855485652221,10
0x54d2ecbe9c417c6d:0xf9cad349717bfe9c,0x54d2ecbc63a6ffcb:0x8cce0ad1a9410472,0.9258150220759934,11
0x54d2ecbe9c417c6d:0xf9cad349717bfe9c,0x54d2ece0c0ce71ef:0x33d0b8422ad2feb5,0.9249835477362254,12
0x54d2ecbe9c417c6d:0xf9cad349717bfe9c,0x54d2ecbbac65df2f:0xbe0d9351afcdb181,0.92477974599526,13
0x54d2ecbe9c417c6d:0xf9cad349717bfe9c,0x54d2ecbbbb769995:0xfb83c9b3e076cf74,0.9243471307218711,14
0x54d2ecbe9c417c6d:0xf9cad349717bfe9c,0x54d2ed4069965e63:0x92796c8692d9bc0e,0.9167930080039343,15
0x54d2ecbe9c417c6d:0xf9cad349717bfe9c,0x54d2932a5568fbab:0xf729ad65428412e0,0.9159734000321841,16
0x54d2ecbe9c417c6d:0xf9cad349717bfe9c,0x54d2ecb8526cfc9b:0x550405f5ca90f4e3,0.9134449446038562,17
0x54d2ecbe9c417c6d:0xf9cad349717bfe9c,0x54d2e9876100ba11:0x83d84cd8874fe1be,0.9098492572004223,18
0x54d2ecbe9c417c6d:0xf9cad349717bfe9c,0x54d2ecbb85294e51:0xb89901b539edf597,0.9063811196398519,19
0x54d2ecbe9c417c6d:0xf9cad349717bfe9c,0x54d2ecbbf32a05a5:0x295acf650b306f6c,0.9044336909397218,20
0x54d2ecef7b710ba9:0x2dd2353043f5f3d0,0x54d2ece58814857f:0x548d59aba96b25e4,0.9540359871716838,1
0x54d2ecef7b710ba9:0x2dd2353043f5f3d0,0x54d2ecbb85294e51:0xb89901b539edf597,0.9530925005542303,2
0x54d2ecef7b710ba9:0x2dd2353043f5f3d0,0x54d29331455d09cd:0x46c1a0fb457512a3,0.9517664468458005,3
0x54d2ecef7b710ba9:0x2dd2353043f5f3d0,0x54d2ecbed134cf15:0x291fd40fd7d348a9,0.9364185500025506,4
0x54d2ecef7b710ba9:0x2dd2353043f5f3d0,0x54d2ecbbbb769995:0xfb83c9b3e076cf74,0.9222084320581809,5
0x54d2ecef7b710ba9:0x2dd2353043f5f3d0,0x54d2ecbc9cfc17b3:0xb2e869345177ba90,0.9156550656651825,6
0x54d2ecef7b710ba9:0x2dd2353043f5f3d0,0x54d2ea6f29ba8ba1:0xb3db65b341471df7,0.9155486432387694,7
0x54d2ecef7b710ba9:0x2dd2353043f5f3d0,0x54d292b5bc88a651:0x493c59726221f34d,0.9154498057187337,8
0x54d2ecef7b710ba9:0x2dd2353043f5f3d0,0x54d2ecc935030be1:0xa6f368db3e91fc6e,0.9145100152695421,9
0x54d2ecef7b710ba9:0x2dd2353043f5f3d0,0x54d2eccc39ff2b29:0xdcfad4af0ebe81c7,0.9144935183752597,10
0x54d2ecef7b710ba9:0x2dd2353043f5f3d0,0x54d2ecb8526cfc9b:0x550405f5ca90f4e3,0.9130558078897018,11
0x54d2ecef7b710ba9:0x2dd2353043f5f3d0,0x54d2e9876100ba11:0x83d84cd8874fe1be,0.9105598061982554,12
0x54d2ecef7b710ba9:0x2dd2353043f5f3d0,0x54d2ecbb86444873:0x5c3646a99f23db98,0.9105339556352628,13
0x54d2ecef7b710ba9:0x2dd2353043f5f3d0,0x54d29331d1187c2d:0xf26beb80d2a763d4,0.9050894338739837,14
0x54d2ecef7b710ba9:0x2dd2353043f5f3d0,0x54d2ecb083386179:0xcd00b53b2a3803c2,0.904098257228677,15
0x54d2ecef7b710ba9:0x2dd2353043f5f3d0,0x54d2ed28c047d8dd:0xe274bc16e743c26a,0.9033412882326014,16
0x54d2ecef7b710ba9:0x2dd2353043f5f3d0,0x54d293331c073e07:0xb6fe8c8fd5cdd882,0.9030491657824175,17
0x54d2ecef7b710ba9:0x2dd2353043f5f3d0,0x54d2ecec8f5f16f3:0x38452766e4a334ef,0.9013198235363745,18
0x54d2ecef7b710ba9:0x2dd2353043f5f3d0,0x54d2ecf49fd1efc5:0x274d8a4ead8807,0.9001360003565204,19
0x54d2ecef7b710ba9:0x2dd2353043f5f3d0,0x54d2ecd7de07d813:0x3a1b543b566b69cf,0.8993651448856127,20
0x8080353724855aef:0x88d0dcb49ea94aa2,0x80803557187d3ec7:0xb51f97f63ab7e1cf,0.8860768573054524,1
0x8080353724855aef:0x88d0dcb49ea94aa2,0x8080354faaaaaaab:0x12fa86bfac99deaf,0.8446851417080798,2
0x8080353724855aef:0x88d0dcb49ea94aa2,0x8080355040c00425:0x9e1b15e4493228c,0.843184649410124,3
0x8080353724855aef:0x88d0dcb49ea94aa2,0x8080353715d44749:0x59ddd05765f6064e,0.8418095457983954,4
0x8080353724855aef:0x88d0dcb49ea94aa2,0x8080353c794b7fd1:0x88d3934aef840d2c,0.8338202442657883,5
0x8080353724855aef:0x88d0dcb49ea94aa2,0x808035302a11371b:0xb23ad429c29157a7,0.8299671490988177,6
0x8080353724855aef:0x88d0dcb49ea94aa2,0x808035488eab2899:0x247a7c36affdbfd,0.827132771286694,7
0x8080353724855aef:0x88d0dcb49ea94aa2,0x80804ab02764e2ef:0x4a09e327961f2af7,0.8250323481286621,8
0x8080353724855aef:0x88d0dcb49ea94aa2,0x8080352f9d93d943:0xd2225018f9b9d738,0.7899843324553536,9
0x8080353724855aef:0x88d0dcb49ea94aa2,0x808034d2999928ad:0x776a0338e8f48e04,0.7752589710867526,10
0x8080353724855aef:0x88d0dcb49ea94aa2,0x80804ab02764e2ef:0xb33f4c9ace1504d5,0.768037016937513,11
0x8080353724855aef:0x88d0dcb49ea94aa2,0x8080354f2d8d99db:0xbc994ab54f4751c4,0.767081270106387,12
0x8080353724855aef:0x88d0dcb49ea94aa2,0x80804aa92581e9cb:0x43c193260f228562,0.7590470482717147,13
0x8080353724855aef:0x88d0dcb49ea94aa2,0x80804aaf41c59027:0x37193382a8284bd8,0.7564683690047229,14
0x8080353724855aef:0x88d0dcb49ea94aa2,0x80803536fd01fb15:0xde1dfe18856c1bfa,0.7562450273476631,15
0x8080353724855aef:0x88d0dcb49ea94aa2,0x80803548c17a8389:0x63fe83b861a9d92f,0.7545691090910851,16
0x8080353724855aef:0x88d0dcb49ea94aa2,0x80803548e0b8d137:0x2a0e889f5f98aefc,0.7536425339420354,17
0x8080353724855aef:0x88d0dcb49ea94aa2,0x80803548597bf6b3:0x2b6fb9bd03b4eae5,0.7536082379652875,18
0x8080353724855aef:0x88d0dcb49ea94aa2,0x808035cea0494683:0x8287d3c2e7d79e2c,0.7434558809263709,19
0x8080353724855aef:0x88d0dcb49ea94aa2,0x808034c7b38ffc61:0x1507e6af22ca153d,0.7415280103725702,20
0x80804d306a6b97eb:0x63db83955bca902a,0x80804d35ad0a7e0d:0x325c7944a191e8b3,0.8593861050655973,1
0x80804d306a6b97eb:0x63db83955bca902a,0x80804ab02764e2ef:0xb33f4c9ace1504d5,0.8213080776122307,2
0x80804d306a6b97eb:0x63db83955bca902a,0x808586dfa1e88d3f:0xe5673764d3d015fa,0.8166608340428914,3
0x80804d306a6b97eb:0x63db83955bca902a,0x80804d35b551e3c5:0x444248daf33504cf,0.8104026566054809,4
0x80804d306a6b97eb:0x63db83955bca902a,0x8081ad08f8968893:0xc209677c7c7c18f3,0.7919945306516051,5
0x80804d306a6b97eb:0x63db83955bca902a,0x80804d3485bd7fb7:0xfb7a6b44ec704103,0.7853838691863685,6
0x80804d306a6b97eb:0x63db83955bca902a,0x80804d34f29f7b4f:0x5add072f941d7687,0.7824661570496744,7
0x80804d306a6b97eb:0x63db83955bca902a,0x808034d2999928ad:0x776a0338e8f48e04,0.7782567856748168,8
0x80804d306a6b97eb:0x63db83955bca902a,0x8080354ed99ef395:0x89cd055b39d8ec1f,0.7763670778555435,9
0x80804d306a6b97eb:0x63db83955bca902a,0x54d05c78b29e1245:0x69f7d10092a03508,0.7721962598144796,10
0x80804d306a6b97eb:0x63db83955bca902a,0x80858584d2ebcbdb:0xade4ca2ec239d476,0.7672688484337334,11
0x80804d306a6b97eb:0x63db83955bca902a,0x8081b2b515f5b125:0xbb51ec12a4086f0,0.7496485322237465,12
0x80804d306a6b97eb:0x63db83955bca902a,0x80803557187d3ec7:0xb51f97f63ab7e1cf,0.7459780980676745,13
0x80804d306a6b97eb:0x63db83955bca902a,0x80804aaedf1b4957:0x757ff084b65b2f84,0.7439534257734752,14
0x80804d306a6b97eb:0x63db83955bca902a,0x80804d34fc4f7539:0xa5904c93d642bbb9,0.7422350456506266,15
0x80804d306a6b97eb:0x63db83955bca902a,0x80804d34ed7e02c3:0xf8a548f40362e7ac,0.7347835787971071,16
0x80804d306a6b97eb:0x63db83955bca902a,0x80804d34fc4f7539:0x7c23df564d9caca8,0.7327337750661941,17
0x80804d306a6b97eb:0x63db83955bca902a,0x8091f1c6cc994511:0xe6a7829a8604dca8,0.7317227217883688,18
0x80804d306a6b97eb:0x63db83955bca902a,0x80804cce33e6550f:0x3a8b3186be35a624,0.7230096320603503,19
0x80804d306a6b97eb:0x63db83955bca902a,0x808de700fa6e8675:0xd17ac5c56aa7a68e,0.7194585164825245,20
0x80816444736b7aa7:0x83e573b5cfe3df0d,0x8081644424bcf71f:0x1d619d4e1d2f9c3d,0.9604657222300447,1
0x80816444736b7aa7:0x83e573b5cfe3df0d,0x80816444736b7aa7:0xc0b2e6ce418d86df,0.9544510791597488,2
0x80816444736b7aa7:0x83e573b5cfe3df0d,0x8081644424bcf71f:0x3d1dd2e1f61d49b9,0.9427095968994591,3
0x80816444736b7aa7:0x83e573b5cfe3df0d,0x808164d83d8e798d:0xb9d3ca51d074c5ac,0.9319628560980401,4
0x80816444736b7aa7:0x83e573b5cfe3df0d,0x8081644fccf95f39:0x42f5b1bfa854f017,0.9263915971838964,5
0x80816444736b7aa7:0x83e573b5cfe3df0d,0x808164f881830e6d:0x9ac460c41f67ee47,0.9258946359440151,6
0x80816444736b7aa7:0x83e573b5cfe3df0d,0x80816444f69193bb:0x615fefe26880e1d2,0.9257352722582726,7
0x80816444736b7aa7:0x83e573b5cfe3df0d,0x808164f0955a4627:0x18be8ea0abf8fa1,0.9140167607420906,8
0x80816444736b7aa7:0x83e573b5cfe3df0d,0x808164f6b1a0b6d5:0x425635a59e804f3a,0.9123850228968587,9
0x80816444736b7aa7:0x83e573b5cfe3df0d,0x808164d834c8b5a3:0xa3ac491438e37d95,0.9111418172921676,10
0x80816444736b7aa7:0x83e573b5cfe3df0d,0x8081797f60104f77:0xd299dccbe0f1c650,0.9093221280520449,11
0x80816444736b7aa7:0x83e573b5cfe3df0d,0x8081644451e6bb6d:0xbf931181cd6ac1f5,0.9085358461909232,12
0x80816444736b7aa7:0x83e573b5cfe3df0d,0x808164f6f10795c3:0x694da252f3d07785,0.9062894296307847,13
0x80816444736b7aa7:0x83e573b5cfe3df0d,0x808164f38ca623e1:0x5b6677a555060fd0,0.9037767030812989,14
0x80816444736b7aa7:0x83e573b5cfe3df0d,0x8081644133959ac1:0x8bdd8c23b28dab10,0.9030246198471589,15
0x80816444736b7aa7:0x83e573b5cfe3df0d,0x808164fb839d9eb3:0xdd044b6acdcb8b88,0.9018890777728213,16
0x80816444736b7aa7:0x83e573b5cfe3df0d,0x808164d855588c57:0x85d6d6bc9666cd3c,0.8993195023044488,17
0x80816444736b7aa7:0x83e573b5cfe3df0d,0x808164dec92e59b7:0xd528aa54a65f74d6,0.8939043829803675,18
0x80816444736b7aa7:0x83e573b5cfe3df0d,0x808164f0955a4627:0xe33aef7be3d53f84,0.8898735444900642,19
0x80816444736b7aa7:0x83e573b5cfe3df0d,0x808165212f0c3151:0x99e6868850a08b1b,0.8895177101731747,20
0x808328848c6bb255:0xa2a07fbf17d627d5,0x808328867dd27e8d:0x7a8ee3e121a0473c,0.9716624303985452,1
0x808328848c6bb255:0xa2a07fbf17d627d5,0x808327ba1ab121dd:0x17931d51d6063e39,0.971022685174599,2
0x808328848c6bb255:0xa2a07fbf17d627d5,0x8083289e4283e9e3:0x37dcfa7f5d488b41,0.9661890288615839,3
0x808328848c6bb255:0xa2a07fbf17d627d5,0x80832883f44c4e5d:0xfeac71865b49f1a,0.9623725732193318,4
0x808328848c6bb255:0xa2a07fbf17d627d5,0x8083262a1d810f55:0x7156fc2701a7de6b,0.9583134224966307,5
0x808328848c6bb255:0xa2a07fbf17d627d5,0x8083287ffe1d6cdd:0xcc26e974ac75330c,0.9527888459818366,6
0x808328848c6bb255:0xa2a07fbf17d627d5,0x808328843e7fc19d:0xb55e75be66f0fade,0.9472194280138481,7
0x808328848c6bb255:0xa2a07fbf17d627d5,0x80832896419bdf4d:0x18d36d57c3177418,0.9468634835144046,8
0x808328848c6bb255:0xa2a07fbf17d627d5,0x8083288217c744cf:0xce55d765307c26e8,0.9416539579700113,9
0x808328848c6bb255:0xa2a07fbf17d627d5,0x8083288214678a15:0x616c66619409f0ab,0.9385196951590038,10
0x808328848c6bb255:0xa2a07fbf17d627d5,0x8083287a3c7b47e3:0xaf342fda7936acf,0.9376318174032932,11
0x808328848c6bb255:0xa2a07fbf17d627d5,0x80832886926a3097:0xb89f24078853467a,0.9371047320214435,12
0x808328848c6bb255:0xa2a07fbf17d627d5,0x808327885f262097:0x3d28dd37472f9ae5,0.932633399126829,13
0x808328848c6bb255:0xa2a07fbf17d627d5,0x80832880e9ad3ab9:0xb119b5754fba6123,0.9315231175949386,14
0x808328848c6bb255:0xa2a07fbf17d627d5,0x808327f62466dd89:0xb7f67638d51c9e82,0.9279247905382678,15
0x808328848c6bb255:0xa2a07fbf17d627d5,0x80832788892e195d:0x94b8700771a98fff,0.9274789512775019,16
0x808328848c6bb255:0xa2a07fbf17d627d5,0x808327f7fd5e54cd:0x7ecf99edb15debd3,0.9270601187264339,17
