gmap_id1,gmap_id2,cosine_top4,rank
0x54cd016961998e5f:0x350212d017513b7c,0x80db000a13eec6f7:0xae1ffa6dae9a83a0,0.9221326123437699,14
0x54cd016961998e5f:0x350212d017513b7c,0x54d463c73284e3b3:0x3716989f535a3fa,0.9217813890951433,15
0x54cd016961998e5f:0x350212d017513b7c,0x80c2dbef4714d959:0xaa04bea62fc51d91,0.920253577632681,16
0x54cd016961998e5f:0x350212d017513b7c,0x80cf8207c4d4a6d1:0x1a6d6ddf9ae18a7a,0.919185343634734,17
0x54cd016961998e5f:0x350212d017513b7c,0x80dd4c90c564eeef:0x4c526adc48ee7752,0.918475994715082,18
0x54cd016961998e5f:0x350212d017513b7c,0x54cda7ec4106bb0b:0x3bcdacddd5529662,0.9184105626963858,19
0x54cd016961998e5f:0x350212d017513b7c,0x80858584d2ebcbdb:0xade4ca2ec239d476,0.9137588027352019,20
0x54cde6d84c979db1:0x23777782a45ed0c5,0x80e9f63005fc33a3:0x6772529393ff27b1,0.9517476054356923,1
0x54cde6d84c979db1:0x23777782a45ed0c5,0x80c36625a5313ab1:0xe667c1adbded3018,0.9502858332340071,2
0x54cde6d84c979db1:0x23777782a45ed0c5,0x809bdfc08fff5625:0xf3629d006b991156,0.9392562473962913,3
0x54cde6d84c979db1:0x23777782a45ed0c5,0x80ec6d997b8005e9:0xdda41ffff1c29c3c,0.9392201708287331,4
0x54cde6d84c979db1:0x23777782a45ed0c5,0x80dc9995b36334d9:0xb785b9491bac3b97,0.9386518805684743,5
0x54cde6d84c979db1:0x23777782a45ed0c5,0x80ea41dcd2764249:0x7e85a1d444088813,0.9372894244101047,6
0x54cde6d84c979db1:0x23777782a45ed0c5,0x80c34d8c977195ed:0x8946463cac1c900f,0.9358822553730514,7
0x54cde6d84c979db1:0x23777782a45ed0c5,0x80dd2ad9ebe2056d:0x6e8a8a0b98a88aad,0.9353144313862618,8
0x54cde6d84c979db1:0x23777782a45ed0c5,0x54d2ecbe9c417c6d:0xf9cad349717bfe9c,0.9332560238270924,9
0x54cde6d84c979db1:0x23777782a45ed0c5,0x809ac71cdbf676ef:0x342ff1c7e0205b60,0.9331996192786058,10
0x54cde6d84c979db1:0x23777782a45ed0c5,0x809ade1bbc95c409:0x94a68c61253bacb8,0.9331530537512729,11
0x54cde6d84c979db1:0x23777782a45ed0c5,0x80945d9e5f7f7611:0xfa65e6a4e7596334,0.9326707393782676,12
0x54cde6d84c979db1:0x23777782a45ed0c5,0x80c47e9ae9b704c9:0xae4cea66feb56769,0.9326320941008454,13
0x54cde6d84c979db1:0x23777782a45ed0c5,0x80dd2bf34cdef377:0xa949bea03422c1ff,0.9321154828414392,14
0x54cde6d84c979db1:0x23777782a45ed0c5,0x80dcd7c31e793301:0x1cfbbe7d271acd86,0.9315558453076344,15
0x54cde6d84c979db1:0x23777782a45ed0c5,0x8090180a8630fd7f:0x625d171c3787b95e,0.9312670728497038,16
0x54cde6d84c979db1:0x23777782a45ed0c5,0x80db8aae4633415f:0x8f592a2090f6aeba,0.931090102503772,17
0x54cde6d84c979db1:0x23777782a45ed0c5,0x8094663229917407:0x44f310c85e562b39,0.9310490534651831,18
0x54cde6d84c979db1:0x23777782a45ed0c5,0x80910769441c6309:0xbae73cebfae5e928,0.9299932579759083,19
0x54cde6d84c979db1:0x23777782a45ed0c5,0x80dd4b1ca68be5bf:0xc70557f0a9e04262,0.9295066141357078,20
0x54ce0ab8aef74b0d:0x37057d3f66cb086a,0x80c47e9d47bed145:0x8240c8501c4d49c8,0.946978966119375,1
0x54ce0ab8aef74b0d:0x37057d3f66cb086a,0x809408361cd07503:0xae298e17cfe120aa,0.945405771959453,2
0x54ce0ab8aef74b0d:0x37057d3f66cb086a,0x808580d85b65de77:0x2880aea1c7336cc2,0.9375519097225868,3
0x54ce0ab8aef74b0d:0x37057d3f66cb086a,0x808f7e42d3c2a653:0x3750cf1b54366311,0.9372458243240473,4
0x54ce0ab8aef74b0d:0x37057d3f66cb086a,0x80857847cc48f93f:0x69136d2e88980e85,0.935731776435984,5
0x54ce0ab8aef74b0d:0x37057d3f66cb086a,0x80ea6ad52cd9bd43:0xffbcb6e084d84602,0.9353193893340512,6
0x54ce0ab8aef74b0d:0x37057d3f66cb086a,0x8085122602f13d11:0xe3271a526477a7cf,0.9350561235394995,7
0x54ce0ab8aef74b0d:0x37057d3f66cb086a,0x80857e604fe1e3bf:0x6cf3965dde7edc1a,0.9336692042658503,8
0x54ce0ab8aef74b0d:0x37057d3f66cb086a,0x80c2d0df89f0c4cd:0x67378a1eb133a4b5,0.9328738102119353,9
0x54ce0ab8aef74b0d:0x37057d3f66cb086a,0x80ea58563f006635:0x5aebbafa1a8856ae,0.9323358729168225,10
0x54ce0ab8aef74b0d:0x37057d3f66cb086a,0x80eb11cfa84a3509:0x4037ab4d6a318c85,0.9315801061292869,11
0x54ce0ab8aef74b0d:0x37057d3f66cb086a,0x809184cbdc58d5e9:0x55e15e0a9d65f32e,0.9313680747055855,12
0x54ce0ab8aef74b0d:0x37057d3f66cb086a,0x80d99eef761ae89b:0xdc4f6fc212daa589,0.9304449315683745,13
0x54ce0ab8aef74b0d:0x37057d3f66cb086a,0x80dcd7cc440f217d:0xd2318572c7ce7176,0.9304384784513885,14
0x54ce0ab8aef74b0d:0x37057d3f66cb086a,0x808f9ecea4a79989:0xb3469b7c577ed3b9,0.9278847256540363,15
0x54ce0ab8aef74b0d:0x37057d3f66cb086a,0x80c27eda07a8d80f:0x2735bf001a3ad90b,0.9273610259863383,16
0x54ce0ab8aef74b0d:0x37057d3f66cb086a,0x808f7e2fcae1adf5:0xcbc6551df69bacd9,0.927298246287535,17
0x54ce0ab8aef74b0d:0x37057d3f66cb086a,0x80840fd69ea19f6f:0x2f3ff8ddfdbd5df,0.9263339258048835,18
0x54ce0ab8aef74b0d:0x37057d3f66cb086a,0x8090446ba4310093:0x76cc65a9d51c012e,0.9262163278062376,19
0x54ce0ab8aef74b0d:0x37057d3f66cb086a,0x80c2979282f7c4c7:0xa9e5fbedc1231bfa,0.9259091000011286,20
0x54d2c1672387785b:0x93e0703c63095b49,0x80c36643c7aa677f:0xf455e3ff0c6ec65,0.9356916054793433,1
0x54d2c1672387785b:0x93e0703c63095b49,0x80c367e8bdb8aeab:0x7b51d0ae99fab272,0.934433070213055,2
0x54d2c1672387785b:0x93e0703c63095b49,0x80dcb740d49dec7f:0x88f5b5446949acbf,0.932251024296082,3
0x54d2c1672387785b:0x93e0703c63095b49,0x80deaaf785e24045:0x29bb7134c79f434e,0.9306201441849647,4
0x54d2c1672387785b:0x93e0703c63095b49,0x80c3663e638a5f4f:0xb81626d374fea42c,0.9302692853463654,5
0x54d2c1672387785b:0x93e0703c63095b49,0x80db7e77ac79a925:0xbee849e864f340b1,0.9275737654534449,6
0x54d2c1672387785b:0x93e0703c63095b49,0x80c353ee6dff9c21:0xe6dc31da7e7ff5cd,0.9260509284125674,7
0x54d2c1672387785b:0x93e0703c63095b49,0x809ad094e196f079:0x868af38067b2c969,0.9254588783814925,8
0x54d2c1672387785b:0x93e0703c63095b49,0x809b530c5647c08d:0x3004685301cdffd6,0.9245960302425196,9
0x54d2c1672387785b:0x93e0703c63095b49,0x80c36f10c667a84b:0x8ad2edfc187fc63f,0.9234793770221916,10
0x54d2c1672387785b:0x93e0703c63095b49,0x80c4b38eeec98855:0x59d7168c15c17cb3,0.9231227021547497,11
0x54d2c1672387785b:0x93e0703c63095b49,0x808f7b92cfe3dacb:0x3c977b421bb3b14f,0.9226230059985974,12
0x54d2c1672387785b:0x93e0703c63095b49,0x80dca1218492a949:0x7a939459b13fa57a,0.9214901394021968,13
0x54d2c1672387785b:0x93e0703c63095b49,0x8094f0162c3a4d21:0x8a5a1175298df630,0.9203410288129675,14
0x54d2c1672387785b:0x93e0703c63095b49,0x80946726d0ce0b5f:0xf529c9c0fe1d2322,0.9193027292810844,15
0x54d2c1672387785b:0x93e0703c63095b49,0x80940be95236273b:0x2750d4c4ee9a995f,0.9187567839719588,16
0x54d2c1672387785b:0x93e0703c63095b49,0x8091e3dd036b5a85:0x34b748ef659f070b,0.9182078671717271,17
0x54d2c1672387785b:0x93e0703c63095b49,0x80c34bb9d2b90bb1:0x8b3739344847da98,0.918101954041237,18
0x54d2c1672387785b:0x93e0703c63095b49,0x809ad0fac4f95523:0x317c62ec1d41f77d,0.9177988439422999,19
0x54d2c1672387785b:0x93e0703c63095b49,0x80dc9d935cd05789:0xb3af62e0c458d4a2,0.9177180224773775,20
0x54d2ecbe9c417c6d:0xf9cad349717bfe9c,0x80dd2ad9ebe2056d:0x6e8a8a0b98a88aad,0.9530582788845016,1
0x54d2ecbe9c417c6d:0xf9cad349717bfe9c,0x80c33314b3dd2e31:0x2b25dcd666ed5d46,0.9514840855657072,2
0x54d2ecbe9c417c6d:0xf9cad349717bfe9c,0x809ade1bbc95c409:0x94a68c61253bacb8,0.9514593733282639,3
0x54d2ecbe9c417c6d:0xf9cad349717bfe9c,0x809051b4ab8f4ff1:0x3de95744c4a3a954,0.950897273470748,4
0x54d2ecbe9c417c6d:0xf9cad349717bfe9c,0x80c365d1fedc01d9:0x633e2e04c7fb6e1c,0.9500601209349835,5
0x54d2ecbe9c417c6d:0xf9cad349717bfe9c,0x80dcc842fe463e9f:0xbc680b4481f033ea,0.9492054942174742,6
0x54d2ecbe9c417c6d:0xf9cad349717bfe9c,0x80c34d8c977195ed:0x8946463cac1c900f,0.9482648940327129,7
0x54d2ecbe9c417c6d:0xf9cad349717bfe9c,0x80dd2bf34cdef377:0xa949bea03422c1ff,0.9464515576354322,8
0x54d2ecbe9c417c6d:0xf9cad349717bfe9c,0x80dd2e672e9dbd63:0xfdbb1d3e37115763,0.9457260241176525,9
0x54d2ecbe9c417c6d:0xf9cad349717bfe9c,0x8090419e3e9afe4d:0xb5eeac5ef49fd4ca,0.942666045465127,10
0x54d2ecbe9c417c6d:0xf9cad349717bfe9c,0x80c47e9ae9b704c9:0xae4cea66feb56769,0.9420884593912262,11
0x54d2ecbe9c417c6d:0xf9cad349717bfe9c,0x80db7fc88ec43e4b:0xbbcc51ec33911a6d,0.9420166654487201,12
0x54d2ecbe9c417c6d:0xf9cad349717bfe9c,0x80dbfd7b9b946bcf:0x30872cbad44fd59a,0.9414244220978099,13
0x54d2ecbe9c417c6d:0xf9cad349717bfe9c,0x80db43ee878f4615:0x481f1d2fe82fcdfb,0.9402015719675959,14
0x54d2ecbe9c417c6d:0xf9cad349717bfe9c,0x80dc9d8a65e6e025:0x62f3460a97bfb0c3,0.9401893823390663,15
0x54d2ecbe9c417c6d:0xf9cad349717bfe9c,0x80c336477409cad1:0x430ca0df11f319f7,0.9400878674371006,16
0x54d2ecbe9c417c6d:0xf9cad349717bfe9c,0x8091425ea34269ff:0x939211d0b7d94686,0.9396081375488128,17
0x54d2ecbe9c417c6d:0xf9cad349717bfe9c,0x80c331f3d77c53a3:0x5d6a0ea1ca8f4472,0.938627718073745,18
0x54d2ecbe9c417c6d:0xf9cad349717bfe9c,0x80900c1d77cd4859:0x68b81e7fef5bba8f,0.9384637239458824,19
0x54d2ecbe9c417c6d:0xf9cad349717bfe9c,0x54d2ecbb85294e51:0xb89901b539edf597,0.9379343846342257,20
0x54d2ecef7b710ba9:0x2dd2353043f5f3d0,0x808327bf5e9a656d:0xf9bc77bdedb2ff89,0.9432753648573217,1
0x54d2ecef7b710ba9:0x2dd2353043f5f3d0,0x809ad0e0aebbfa6f:0x7e187842538d4d4d,0.9267646523608449,2
0x54d2ecef7b710ba9:0x2dd2353043f5f3d0,0x808f9e5ee9b3159b:0x408db78d0109a477,0.9215898247097876,3
0x54d2ecef7b710ba9:0x2dd2353043f5f3d0,0x808e156180dab053:0xe45df639f76cd5f,0.921493918779201,4
0x54d2ecef7b710ba9:0x2dd2353043f5f3d0,0x808fc97676a8cf79:0xa1c91ea7d16fd8de,0.9199808125985495,5
0x54d2ecef7b710ba9:0x2dd2353043f5f3d0,0x80dd2b5303c8dc95:0x6d2fa5303bfc2ead,0.9177438823424805,6
0x54d2ecef7b710ba9:0x2dd2353043f5f3d0,0x80c2c4f99f683187:0x47b81c0c825a0a5e,0.9165839189542478,7
0x54d2ecef7b710ba9:0x2dd2353043f5f3d0,0x808fc09c292f53d3:0x8d7d23ff360a60f3,0.9161423960227062,8
0x54d2ecef7b710ba9:0x2dd2353043f5f3d0,0x80ea698a41602e4b:0x706bc533a5e2b1e1,0.9152389424772788,9
0x54d2ecef7b710ba9:0x2dd2353043f5f3d0,0x80dccb3aab1c42a1:0xe398ae62d161a6bd,0.914965058272939,10
0x54d2ecef7b710ba9:0x2dd2353043f5f3d0,0x80910742be06787d:0x67a8edde86b73628,0.9136000993649112,11
0x54d2ecef7b710ba9:0x2dd2353043f5f3d0,0x80d9576b36f4da71:0xa4eb127ace020834,0.9132366534493856,12
0x54d2ecef7b710ba9:0x2dd2353043f5f3d0,0x809ad6ae90b3a7db:0xe2ea77e98d4298f7,0.9131447316583896,13
0x54d2ecef7b710ba9:0x2dd2353043f5f3d0,0x80945cdb534dd383:0xf207fa7353beb729,0.9129968405558747,14
0x54d2ecef7b710ba9:0x2dd2353043f5f3d0,0x809adf38f6ffe4bf:0x26ed1c484c1461da,0.9123712597421307,15
0x54d2ecef7b710ba9:0x2dd2353043f5f3d0,0x808580b95e666c03:0x9396705b0e4f3bbe,0.9121165359651815,16
0x54d2ecef7b710ba9:0x2dd2353043f5f3d0,0x80c2b565d2c75233:0x144367024496b200,0.911645449084064,17
0x54d2ecef7b710ba9:0x2dd2353043f5f3d0,0x808e333a46ea1ca7:0x78a1b371e2983df0,0.9111034161999558,18
0x54d2ecef7b710ba9:0x2dd2353043f5f3d0,0x80c2ba8eaec44555:0xc9fa3fc676d5e1f5,0.9106435432931741,19
0x54d2ecef7b710ba9:0x2dd2353043f5f3d0,0x808f7e84e11b315d:0x5887265f18cbd0e8,0.9102437101486482,20
0x8080353724855aef:0x88d0dcb49ea94aa2,0x808e35c6bb57251d:0x2ae4eaf599389c6b,0.9394277422314496,1
0x8080353724855aef:0x88d0dcb49ea94aa2,0x809ad11e04298773:0x7e78428305b43a5a,0.9162888888398195,2
0x8080353724855aef:0x88d0dcb49ea94aa2,0x80858064411b9fa3:0x6736967294821be2,0.9146379175372996,3
0x8080353724855aef:0x88d0dcb49ea94aa2,0x808580d6c037948b:0x84982afc463e09ca,0.9140604611928258,4
0x8080353724855aef:0x88d0dcb49ea94aa2,0x80db878ffc5fd5ed:0x8b6834ab1be2a0e9,0.9134782248304176,5
0x8080353724855aef:0x88d0dcb49ea94aa2,0x809ad0ecf2e3892d:0xa6a05bba22094f50,0.9134645823867631,6
0x8080353724855aef:0x88d0dcb49ea94aa2,0x808fc9e7faa323f9:0xaf8ad25d1e0b0d74,0.9130371381318969,7
0x8080353724855aef:0x88d0dcb49ea94aa2,0x80850665cd9d2f51:0x95f0e3984902c2ca,0.9119512716192172,8
0x8080353724855aef:0x88d0dcb49ea94aa2,0x808f7e1c9410c213:0xb9fcef4dacddbcba,0.9111731266999223,9
0x8080353724855aef:0x88d0dcb49ea94aa2,0x80952f5099674cad:0x1f360e785df4ffa4,0.9106891872350193,10
0x8080353724855aef:0x88d0dcb49ea94aa2,0x80900c2c1659bb13:0x5718236dbaff55b3,0.9098905042944406,11
0x8080353724855aef:0x88d0dcb49ea94aa2,0x80d9579b1efc3e97:0xea15c8b50d547bd3,0.9085447085483664,12
0x8080353724855aef:0x88d0dcb49ea94aa2,0x808de6a9f54e7a87:0x11c5f42df8464f91,0.9075206847816847,13
0x8080353724855aef:0x88d0dcb49ea94aa2,0x80c2b404373adca9:0x4bf29ae31b417bcd,0.9068425976642389,14
0x8080353724855aef:0x88d0dcb49ea94aa2,0x80857dc36c49b6f5:0xf79d8ff0c0467267,0.9059821621773825,15
0x8080353724855aef:0x88d0dcb49ea94aa2,0x808e6aa4c67e4f3d:0x7146cfbf51bb6643,0.9058595749940681,16
0x8080353724855aef:0x88d0dcb49ea94aa2,0x80c33583e0fa0c67:0xe9e6119c92cb885f,0.9051629330718224,17
0x8080353724855aef:0x88d0dcb49ea94aa2,0x808f7becd7947977:0xbfb7f06539de3e04,0.9044945318766222,18
0x8080353724855aef:0x88d0dcb49ea94aa2,0x808449ff86bcb25d:0xee3788ee152ec21f,0.9041264088382581,19
0x8080353724855aef:0x88d0dcb49ea94aa2,0x80c2b7b70c9dbf67:0xfbb5d3171ca1be84,0.9030080760581862,20
0x80804d306a6b97eb:0x63db83955bca902a,0x808de145db4dcb25:0x48028ef2b9b860bb,0.9527238268425535,1
0x80804d306a6b97eb:0x63db83955bca902a,0x808de8a229fe1fdf:0x3bc3dc2b13ecb1f7,0.9483935913447821,2
0x80804d306a6b97eb:0x63db83955bca902a,0x80869e7983e4c107:0xc24942d4ab683234,0.9457004985275612,3
0x80804d306a6b97eb:0x63db83955bca902a,0x808de125fdd7c0f5:0xbd02e27eb1cc42b8,0.9433763431790081,4
0x80804d306a6b97eb:0x63db83955bca902a,0x808de638ca0ad14f:0xbc66c137c614f4b5,0.9400329452428258,5
0x80804d306a6b97eb:0x63db83955bca902a,0x80dce436761e2d83:0x150366a202bc8c8d,0.9374560099041066,6
0x80804d306a6b97eb:0x63db83955bca902a,0x80858e2d85dd37e1:0xe997a92f00554ec6,0.9335714758631266,7
0x80804d306a6b97eb:0x63db83955bca902a,0x80858584d2ebcbdb:0xade4ca2ec239d476,0.9331645553602809,8
0x80804d306a6b97eb:0x63db83955bca902a,0x808f00377b2a587d:0x74e47f67caf4f516,0.9322433097892071,9
0x80804d306a6b97eb:0x63db83955bca902a,0x808de71fe19bad5f:0x9518b47cdc5a7455,0.9313076598729445,10
0x80804d306a6b97eb:0x63db83955bca902a,0x808f0036c82f9b55:0x853e3bb4cdbaa039,0.9311887838506523,11
0x80804d306a6b97eb:0x63db83955bca902a,0x54d3aecfabab3847:0xbf1d6b55c513594,0.9308928339373365,12
0x80804d306a6b97eb:0x63db83955bca902a,0x80c2b3eb1d814fed:0x6073445ba800f602,0.9307392314070875,13
0x80804d306a6b97eb:0x63db83955bca902a,0x8095000000000001:0x469ff9a86ed9181,0.9292033959070302,14
0x80804d306a6b97eb:0x63db83955bca902a,0x54ce1423d0d23a83:0xe6caf922515b878f,0.9291661565781845,15
0x80804d306a6b97eb:0x63db83955bca902a,0x80ec84fd38f0735f:0x445f88fa1ca91e6c,0.9289852113236852,16
0x80804d306a6b97eb:0x63db83955bca902a,0x80dd4c90c564eeef:0x4c526adc48ee7752,0.9278512526622394,17
0x80804d306a6b97eb:0x63db83955bca902a,0x54cd016961998e5f:0x350212d017513b7c,0.9269984623955633,18
0x80804d306a6b97eb:0x63db83955bca902a,0x80ed319bdc8dc5ad:0x5140e901c8b29cdd,0.9268661103979939,19
0x80804d306a6b97eb:0x63db83955bca902a,0x809c5c6208c3e323:0x395eb3f6c6bf9562,0.926805523122167,20
0x80816444736b7aa7:0x83e573b5cfe3df0d,0x80843e8a45584795:0x1872551f9a8b268a,0.9512355534588111,1
0x80816444736b7aa7:0x83e573b5cfe3df0d,0x80ecc51113bbeb91:0xee46d1f7f079f6b,0.9360891150763606,2
0x80816444736b7aa7:0x83e573b5cfe3df0d,0x808f85619d979441:0x1082c500c0c0a0c,0.9356804048527334,3
0x80816444736b7aa7:0x83e573b5cfe3df0d,0x80dc718e79c83e15:0x72f9400b86b00c0,0.9352321835173291,4
0x80816444736b7aa7:0x83e573b5cfe3df0d,0x80c287cbb5e155d9:0xadd04a9e5d2ebd17,0.9350218878104363,5
0x80816444736b7aa7:0x83e573b5cfe3df0d,0x808449fe78d83291:0xd6900bc157e93ce1,0.934619897324185,6
0x80816444736b7aa7:0x83e573b5cfe3df0d,0x808328848c6bb255:0xa2a07fbf17d627d5,0.9344713713237879,7
0x80816444736b7aa7:0x83e573b5cfe3df0d,0x80dcaf5b45debe9f:0x3e62e66858cb6936,0.9343617607760076,8
0x80816444736b7aa7:0x83e573b5cfe3df0d,0x80d956cbaf934fad:0x2288de2a1a108178,0.9341992548868833,9
0x80816444736b7aa7:0x83e573b5cfe3df0d,0x80ea40ff08abd90b:0x7bbd9dca354b71c,0.9340865749021058,10
0x80816444736b7aa7:0x83e573b5cfe3df0d,0x80c32d98d334d3ab:0x45676fa06eae2314,0.9339653831535645,11
0x80816444736b7aa7:0x83e573b5cfe3df0d,0x808fb09902fa21af:0x64684098271e4fc7,0.9339424597123298,12
0x80816444736b7aa7:0x83e573b5cfe3df0d,0x8091424092bb1f2b:0xbc7ca93102ba5aab,0.9332343675561388,13
0x80816444736b7aa7:0x83e573b5cfe3df0d,0x808fc8dc26bce3a9:0xba8d6699d7742f8,0.9330641094595944,14
0x80816444736b7aa7:0x83e573b5cfe3df0d,0x809ad647c0a8e4b9:0x945de443172a9481,0.9326525577417447,15
0x80816444736b7aa7:0x83e573b5cfe3df0d,0x80c34a14058ed519:0xfad3cab14ad2958f,0.9322363317760948,16
0x80816444736b7aa7:0x83e573b5cfe3df0d,0x80d958d095fc0d5b:0xa1c071343d5b185e,0.9320981651535445,17
0x80816444736b7aa7:0x83e573b5cfe3df0d,0x808525f28e885113:0x2b856c5d2a0ec9c4,0.9319162140579718,18
0x80816444736b7aa7:0x83e573b5cfe3df0d,0x80dcc27391984d7b:0xfc88c9bbf31c1576,0.9317278010430534,19
0x80816444736b7aa7:0x83e573b5cfe3df0d,0x808389f02a7642a1:0x5c7eed12bc5ecb1e,0.9308122650368211,20
0x808328848c6bb255:0xa2a07fbf17d627d5,0x809cb4519a6f7d9d:0x27abb6871d0cfd06,0.9604538370158648,1
0x808328848c6bb255:0xa2a07fbf17d627d5,0x80dbfd5414074903:0x4392db57fa34545b,0.9557772113908668,2
0x808328848c6bb255:0xa2a07fbf17d627d5,0x8090512c17d2de33:0x9d812c1d751d5e5f,0.954559611697038,3
0x808328848c6bb255:0xa2a07fbf17d627d5,0x809ad647c0a8e4b9:0x945de443172a9481,0.9535044035525352,4
0x808328848c6bb255:0xa2a07fbf17d627d5,0x80c36643c7aa677f:0xf37ae79e0eb8c765,0.9532956843755098,5
0x808328848c6bb255:0xa2a07fbf17d627d5,0x80dcaf5b45debe9f:0x3e62e66858cb6936,0.9503926265632701,6
0x808328848c6bb255:0xa2a07fbf17d627d5,0x80900cb7ed32fdf3:0x470ee107ad090d97,0.9497066725921995,7
0x808328848c6bb255:0xa2a07fbf17d627d5,0x80ea69513c46fc87:0x8c4a39ec3aa0866b,0.9494368505449879,8
0x808328848c6bb255:0xa2a07fbf17d627d5,0x80db68c94946106f:0x450802230cedf8d5,0.9489179897593525,9
0x808328848c6bb255:0xa2a07fbf17d627d5,0x809add117ca335bb:0xef2f44e01177b14e,0.9482135638809184,10
0x808328848c6bb255:0xa2a07fbf17d627d5,0x80945ee0f871e41b:0x683b11f0075a1dc4,0.9481747746437416,11
0x808328848c6bb255:0xa2a07fbf17d627d5,0x808dfd2f4a275ebf:0x204f23ccf0f6f691,0.9480143014687425,12
0x808328848c6bb255:0xa2a07fbf17d627d5,0x8094680e56718a19:0x328c18a850b57f23,0.9479412896934316,13
0x808328848c6bb255:0xa2a07fbf17d627d5,0x80e84d470fb0988f:0x4c216f8493699472,0.9479302735088432,14
0x808328848c6bb255:0xa2a07fbf17d627d5,0x54d400063ed0d759:0x811839d88968faf8,0.9471669178902113,15
0x808328848c6bb255:0xa2a07fbf17d627d5,0x809b2194a24e661f:0xfbd74b48d3c1f318,0.947131153799435,16
0x808328848c6bb255:0xa2a07fbf17d627d5,0x54d293369b47ff63:0x47daae918ba8a698,0.9470988227401121,17
